|word_en
894|verb|wash|мыть|I wash the car.|Я мою машину.|She washed her hands.|Она вымыла руки.
895|noun|block|блок|The block is heavy.|Блок тяжелый.|They moved the block.|Они переместили блок.
896|verb|spread|распространять|Birds spread seeds.|Птицы распространяют семена.|She spread the news.|Она распространила новости.
897|noun|cattle|скот|The cattle are grazing.|Скот пасется.|They herded the cattle.|Они пасли скот.
898|noun|wife|жена|He loves his wife.|Он любит свою жену.|She became his wife.|Она стала его женой.
899|adjective|sharp|острый|The knife is sharp.|Нож острый.|The blade was sharp.|Лезвие было острым.
900|noun|company|компания|The company is big.|Компания большая.|He joined the company.|Он присоединился к компании.
901|noun|radio|радио|I listen to the radio.|Я слушаю радио.|They heard the news on the radio.|Они услышали новости по радио.
902|contraction|we’ll|мы будем|We’ll go tomorrow.|Мы пойдём завтра.|We said we’d go soon.|Мы сказали, что скоро пойдём.
903|noun|action|действие|Action is needed.|Нужно действие.|They took action.|Они предприняли действия.
904|noun|capital|столица|Paris is the capital.|Париж — это столица.|They visited the capital.|Они посетили столицу.
905|noun|factories|фабрики|Factories make products.|Фабрики производят товары.|They worked in factories.|Они работали на фабриках.
906|verb|settled|поселился|He settled here.|Он поселился здесь.|They settled in the city.|Они поселились в городе.
907|adjective|yellow|желтый|The flower is yellow.|Цветок желтый.|She wore a yellow dress.|Она надела жёлтое платье.
908|contraction|isn’t|не является|This isn’t easy.|Это не легко.|It wasn’t cold yesterday.|Вчера было не холодно.
909|adjective|southern|южный|The southern sky is clear.|Южное небо чистое.|They traveled to the southern town.|Они отправились в южный город.
910|noun|truck|грузовик|The truck is big.|Грузовик большой.|He drove a truck.|Он водил грузовик.
911|adjective|fair|справедливый|This is a fair rule.|Это справедливое правило.|The judge was fair.|Судья был справедливым.
912|verb|printed|напечатал|He printed the page.|Он напечатал страницу.|She printed her work.|Она напечатала свою работу.
913|contraction|wouldn’t|не хотел бы|I wouldn’t go there.|Я не пошел бы туда.|She wouldn’t listen.|Она не стала слушать.
914|adverb|ahead|впереди|Look ahead.|Смотри вперед.|They moved ahead.|Они двинулись вперед.
915|noun|chance|шанс|You have a chance.|У тебя есть шанс.|He got a second chance.|Он получил второй шанс.
916|adjective|born|рожденный|A child is born.|Родился ребенок.|She was born last year.|Она родилась в прошлом году.
917|noun|level|уровень|The water level is low.|Уровень воды низкий.|They reached a high level.|Они достигли высокого уровня.
918|noun|triangle|треугольник|A triangle has three sides.|Треугольник имеет три стороны.|She drew a triangle.|Она нарисовала треугольник.
919|noun|molecules|молекулы|Molecules are tiny.|Молекулы крошечные.|They studied molecules.|Они изучали молекулы.
920|noun|France|Франция|France is in Europe.|Франция находится в Европе.|They traveled to France.|Они путешествовали во Францию.
921|verb|repeated|повторил|She repeated the word.|Она повторила слово.|He repeated the task.|Он повторил задание.
922|noun|column|колонка|The column is tall.|Колонка высокая.|He wrote in the column.|Он написал в колонке.
923|adjective|western|западный|Western countries are far.|Западные страны далеки.|They visited the western region.|Они посетили западный регион.
924|noun|church|церковь|The church is old.|Церковь старая.|They prayed in the church.|Они молились в церкви.
925|noun|sister|сестра|My sister is nice.|Моя сестра хорошая.|He called his sister.|Он позвонил своей сестре.
926|noun|oxygen|кислород|Oxygen is important.|Кислород важен.|They need oxygen to breathe.|Им нужен кислород для дыхания.
927|noun|plural|множественное число|"Cats" is plural.|"Кошки" — это множественное число.|She studied plurals.|Она изучала множественное число.
928|adjective|various|различные|There are various toys.|Есть различные игрушки.|They saw various animals.|Они видели разных животных.
929|verb|agreed|согласился|She agreed to help.|Она согласилась помочь.|They agreed on a plan.|Они согласились на план.
930|adjective|opposite|противоположный|We stand opposite.|Мы стоим напротив.|They chose the opposite way.|Они выбрали противоположный путь.
931|adjective|wrong|неправильный|This answer is wrong.|Этот ответ неправильный.|He was wrong about it.|Он ошибался в этом.
932|noun|chart|диаграмма|The chart shows data.|Диаграмма показывает данные.|She studied the chart.|Она изучила диаграмму.
933|verb|prepared|подготовил|I prepared food.|Я подготовил еду.|They prepared for school.|Они подготовились к школе.
934|adjective|pretty|красивый|The flowers are pretty.|Цветы красивые.|She looked pretty.|Она выглядела красиво.
935|noun|solution|решение|I have a solution.|У меня есть решение.|They found a solution.|Они нашли решение.
936|adjective|fresh|свежий|The bread is fresh.|Хлеб свежий.|She bought fresh fruit.|Она купила свежие фрукты.
937|noun|shop|магазин|I go to the shop.|Я иду в магазин.|They opened a shop.|Они открыли магазин.
938|noun|suffix|суффикс|The word has a suffix.|У слова есть суффикс.|She learned new suffixes.|Она изучила новые суффиксы.
939|adverb|especially|особенно|I like it, especially apples.|Мне нравится это, особенно яблоки.|He liked it especially much.|Ему особенно понравилось.
940|noun|shoes|обувь|She wears shoes.|Она носит обувь.|He bought new shoes.|Он купил новую обувь.
941|adverb|actually|на самом деле|I actually like it.|Мне это на самом деле нравится.|She actually went there.|Она на самом деле пошла туда.
942|noun|nose|нос|My nose is cold.|Мой нос холодный.|He touched his nose.|Он потрогал свой нос.
943|adjective|afraid|испуганный|I am afraid.|Я боюсь.|She was afraid of the dark.|Она боялась темноты.
944|adjective|dead|мертвый|The plant is dead.|Растение мертвое.|They found it dead.|Они нашли это мертвым.
945|noun|sugar|сахар|I like sugar.|Я люблю сахар.|She added sugar to tea.|Она добавила сахар в чай.
946|noun|adjective|прилагательное|"Big" is an adjective.|"Большой" — это прилагательное.|She studied adjectives.|Она изучала прилагательные.
947|noun|fig|инжир|I eat a fig.|Я ем инжир.|He bought a fig.|Он купил инжир.
948|noun|office|офис|I work in an office.|Я работаю в офисе.|She visited the office.|Она посетила офис.
949|adjective|huge|огромный|The mountain is huge.|Гора огромная.|They saw a huge whale.|Они увидели огромного кита.
950|noun|gun|пистолет|The police carry guns.|У полиции есть пистолеты.|He held a gun.|Он держал пистолет.
951|adjective|similar|похожий|These are similar.|Они похожи.|The cars were similar.|Машины были похожи.
952|noun|death|смерть|Death is natural.|Смерть естественна.|He feared death.|Он боялся смерти.
953|noun|score|счет|The score is tied.|Счет равный.|She checked the score.|Она проверила счет.
954|adverb|forward|вперед|Move forward.|Двигайтесь вперед.|They walked forward.|Они шли вперед.
955|verb|stretched|растянул|He stretched his arm.|Он растянул руку.|She stretched her legs.|Она потянула ноги.
956|noun|experience|опыт|I have experience.|У меня есть опыт.|She gained experience.|Она получила опыт.
957|noun|rose|роза|I see a rose.|Я вижу розу.|He picked a rose.|Он сорвал розу.
958|verb|allow|позволить|I allow him to play.|Я позволяю ему играть.|They allowed her to go.|Они позволили ей пойти.
959|noun|fear|страх|I have fear.|У меня есть страх.|He faced his fear.|Он столкнулся со своим страхом.
960|noun|workers|работники|Workers build houses.|Работники строят дома.|They hired new workers.|Они наняли новых работников.
961|noun|Washington|Вашингтон|Washington is a city.|Вашингтон — это город.|They visited Washington.|Они посетили Вашингтон.
962|adjective|Greek|греческий|Greek food is tasty.|Греческая еда вкусная.|She tried Greek salad.|Она попробовала греческий салат.
963|noun|women|женщины|Women work hard.|Женщины усердно работают.|They helped the women.|Они помогли женщинам.
964|verb|bought|купил|He bought a book.|Он купил книгу.|She bought new shoes.|Она купила новую обувь.
965|verb|led|вел|She led the way.|Она вела путь.|He led the group.|Он вел группу.
966|noun|march|март|March is a month.|Март — это месяц.|They celebrated in March.|Они праздновали в марте.
967|adjective|northern|северный|The northern lights are bright.|Северное сияние яркое.|They traveled to the northern region.|Они отправились в северный регион.
968|verb|create|создавать|I create art.|Я создаю искусство.|They created a plan.|Они создали план.
969|adjective|British|британский|British food is tasty.|Британская еда вкусная.|She loves British culture.|Она любит британскую культуру.
970|adjective|difficult|сложный|This task is difficult.|Это задание сложное.|It was a difficult choice.|Это был сложный выбор.
971|noun|match|матч|The match starts now.|Матч начинается сейчас.|They won the match.|Они выиграли матч.
972|verb|win|выиграть|I win games.|Я выигрываю игры.|He won the prize.|Он выиграл приз.
973|contraction|doesn’t|не|She doesn’t like it.|Ей это не нравится.|He didn’t go.|Он не пошел.
974|noun|steel|сталь|Steel is strong.|Сталь прочная.|They used steel for the bridge.|Они использовали сталь для моста.
975|noun|total|общий|The total is ten.|Общий итог — десять.|They calculated the total.|Они подсчитали общий итог.
976|noun|deal|сделка|This is a good deal.|Это хорошая сделка.|They closed the deal.|Они заключили сделку.
977|verb|determine|определить|I determine the answer.|Я определяю ответ.|They determined the cause.|Они определили причину.
978|noun|evening|вечер|Good evening!|Добрый вечер!|They arrived in the evening.|Они прибыли вечером.
979|noun|hoe|мотыга|I use a hoe.|Я использую мотыгу.|He bought a new hoe.|Он купил новую мотыгу.
980|noun|rope|веревка|I need a rope.|Мне нужна веревка.|She tied the rope.|Она завязала веревку.
981|noun|cotton|хлопок|This shirt is cotton.|Эта рубашка из хлопка.|They picked cotton.|Они собирали хлопок.
982|noun|apple|яблоко|I eat an apple.|Я ем яблоко.|She gave me an apple.|Она дала мне яблоко.
983|noun|details|детали|I need the details.|Мне нужны детали.|She explained the details.|Она объяснила детали.
984|adjective|entire|весь|The entire book is good.|Вся книга хорошая.|They read the entire story.|Они прочитали всю историю.
985|noun|corn|кукуруза|Corn grows here.|Здесь растет кукуруза.|They harvested corn.|Они собрали кукурузу.
986|noun|substances|вещества|The lab has substances.|В лаборатории есть вещества.|They mixed substances.|Они смешали вещества.
987|verb|smell|запах|I smell flowers.|Я чувствую запах цветов.|He smelled the soup.|Он понюхал суп.
988|noun|tools|инструменты|I use tools.|Я использую инструменты.|They fixed it with tools.|Они починили это с помощью инструментов.
989|noun|conditions|условия|The conditions are good.|Условия хорошие.|They worked in good conditions.|Они работали в хороших условиях.
990|noun|cows|коровы|The farm has cows.|На ферме есть коровы.|They fed the cows.|Они кормили коров.
991|noun|track|трек|I run on the track.|Я бегаю по треку.|They built a new track.|Они построили новый трек.
992|verb|arrived|пришел|He arrived late.|Он пришел поздно.|They arrived at night.|Они прибыли ночью.
993|verb|located|расположен|The school is located here.|Школа расположена здесь.|The store was located nearby.|Магазин был расположен поблизости.
994|noun|sir|сэр|Good morning, sir.|Доброе утро, сэр.|The man said, "Yes, sir."|Мужчина сказал: "Да, сэр."
995|noun|seat|место|This is my seat.|Это мое место.|He took a seat.|Он сел.
996|noun|division|деление|Math has division.|Математика содержит деление.|They learned division.|Они изучили деление.
997|noun|effect|эффект|The effect is strong.|Эффект сильный.|She saw the effect.|Она увидела эффект.
998|verb|underline|подчеркнуть|I underline words.|Я подчеркиваю слова.|She underlined the title.|Она подчеркнула заголовок.
999|noun|view|вид|The view is beautiful.|Вид красивый.|They enjoyed the view.|Они наслаждались видом.
