#frequency_rank|word_de|part_of_speech|word_en|sentence_de|sentence_en
4022|die Sicherung, -en|die|protection, fuse|Zur Sicherung des Verkehrs stellt die Polizei Schilder auf.|For the protection of traffic the police put up signs.
4023|die Steigung, -en|die|ascent, slope|In der Schule untersuchen wir in Mathematik die Steigung einer Kurve.|At school we study the slope of a curve in mathematics.
4024|wegnehmen, nimmt weg, nahm weg, hat weggenommen|verb|to take away|Magnus nimmt seinem kleinen Bruder immer alle Sachen weg.|Magnus always takes all his little brother’s things away.
4025|worum|pron|what about|Worum geht es eigentlich bei eurem Streit?|What is your fight all about?
4026|der Balkon, -s|der|balcony|Die Wohnung hat zwei Zimmer und einen Balkon, auf dem wir im Sommer sitzen können.|The apartment has two rooms and a balcony where we can sit in summer.
4027|bar|adj|cash|Bald bezahlt niemand mehr bar.|Soon nobody will pay with cash anymore.
4028|das Business|das|business|Hanna und Lina beenden ihr Studium, um ein eigenes Business zu gründen.|Hanna and Lina end their studies in order to found their own business.
4029|das Duell, -e|das|duel|Ich sehe ein Duell von zwei Politikern im Fernsehen.|I’m watching a duel between two politicians on TV.
4030|erfreuen, erfreut, erfreute, hat erfreut|verb|to please, delight|Ich bin erfreut, Sie kennenzulernen.|I’m pleased to meet you.
4031|erschließen, erschließt, erschloss, hat erschlossen|verb|to develop, tap, make out|Marius erschließt die Bedeutung des Wortes aus dem Zusammenhang.|Marius makes out the meaning of the word from the context.
4032|das Gewehr, -e|das|rifle, shotgun|Der Jäger nimmt sein Gewehr und geht auf die Jagd.|The hunter takes his rifle and goes hunting.
4033|das Mittelmeer|das|Mediterranean See|Zwischen Europa, Afrika und Asien liegt das Mittelmeer.|Between Europe, Africa, and Asia lies the Mediterranean Sea.
4034|das Tuch, -̈er|das|cloth, scarf|Die Kinder binden Marius ein Tuch um die Augen und er muss sie fangen.|The children tie a scarf around Marius’ eyes and he has to catch them.
4035|vereinfachen, vereinfacht, vereinfachte, hat vereinfacht|verb|to simplify|Diese Software vereinfacht unsere Abläufe bei der Arbeit.|This software simplifies our work processes.
4036|die Wende, -n|die|change (esp. the 1989–90 political change in the GDR)|Der Wandel der Gesellschaft in der DDR führte zur Wende und zur Wiedervereinigung Deutschlands.|The change in society in the GDR led to the reunification of Germany.
4037|die Agentur, -en|die|agency|Er geht zu der Agentur für Arbeit, um einen Arbeitsplatz zu finden.|He goes to the employment agency to find a job.
4038|das Bündnis, -se|das|alliance|Ein Bündnis zwischen diesen beiden Parteien ist ausgeschlossen.|An alliance between these two parties is impossible.
4039|flüchtig|adj|fugitive, cursory, fleeting|Die Erinnerungen an meine Kindheit sind flüchtig.|The memories of my childhood are fleeting.
4040|die Geographie, -n|die|geography|Ben studiert Geographie in Leipzig.|Ben studies geography in Leipzig.
4041|das Lebewesen, -|das|living being|Wasser ist eine lebenswichtige Ressource für alle Lebewesen.|Water is a vital resource for all living beings.
4042|der Ozean, -e|der|ocean|Ein riesiger Ozean trennt Europa von Amerika.|A giant ocean separates Europe from America.
4043|Pakistan|das|Pakistan|Wir fliegen nach Pakistan, ein Staat in Südasien.|We’re flying to Pakistan, a state in South Asia.
4044|Rheinland-Pfalz|das|Rhineland-Palatinate|Im Bundesland Rheinland-Pfalz leben vier Millionen Menschen.|Four million people live in the federal state of Rhineland-Palatinate.
4045|der Sektor, -en|der|sector|Dieser Sektor der Einrichtung ist nicht zugänglich für Besucher.|This sector of the facilities is not accessible for visitors.
4046|umsonst|adv|for free, in vain|Gäste des Hotels können den Parkplatz umsonst benutzen.|Hotel guests can use the parking lot for free.
4047|verdächtig|adj|suspicious|Ihr Verhalten ist sehr verdächtig.|Your behavior is very suspicious.
4048|zuverlässig|adj|reliable|Alexander ist sehr zuverlässig. Wenn er sagt, dass er etwas macht, dann tut er es auch.|Alexander is very reliable. If he says he’s doing something, he’s doing it.
4049|abheben, hebt ab, hob ab, hat abgehoben|verb|to take off, withdraw|Marianne schaut gerne zu, wie Flugzeuge abheben und landen.|Marianne likes to watch planes take off and land.
4050|alltäglich|adj|daily, usual, ordinary|Das Fernsehen zeigt alltägliche Probleme der Menschen.|Television shows people’s ordinary problems.
4051|anbringen, bringt an, brachte an, hat angebracht|verb|to affix, attach, put up|Ich bringe die Bilder an der Wand an.|I’ll put the pictures on the wall.
4052|entgehen, entgeht, entging, ist entgangen|verb|to avoid, escape|Durch Glück entgeht er nur knapp dem Tod.|With luck, he narrowly escapes death.
4053|die Fortsetzung, -en|die|continuation|Wir müssen noch lange auf die Fortsetzung des Films warten.|We have to wait a long time for the continuation of the movie.
4054|lauter|adv|nothing but, just, a lot of|Der alte Mann redet lauter Unsinn.|The old man is talking a lot of nonsense.
4055|der Mediziner, -|der|doctor, physician|Als Mediziner kannst du Menschen helfen.|As a physician, you can help people.
4056|der Tunnel, -|der|tunnel|Der Zug fährt durch einen Tunnel.|The train is going through a tunnel.
4057|der Assistent, -en|der|assistant|Sie sucht nach einem persönlichen Assistenten mit guten organisatorischen Fähigkeiten.|She is looking for a personal assistant with good organizational skills.
4058|die Differenzierung, -en|die|differentiation|Differenzierung der Produkte ist ein wesentlicher Bestandteil für die Zukunft des Unternehmens.|Differentiation of the products is an essential component for the future of the company.
4059|drastisch|adj|drastic|Die Käufer dieser Aktie müssen drastische Verluste hinnehmen.|The buyers of this stock have to accept drastic losses.
4060|gleichmäßig|adj|regular, even|Wenn du Angst hast, versuche gleichmäßig zu atmen.|If you’re afraid, try to breathe evenly.
4061|hinnehmen, nimmt hin, nahm hin, hat hingenommen|verb|to accept|Du kannst mich nicht vom Gegenteil überzeugen und musst meine Entscheidung hinnehmen.|You can’t convince me otherwise and you have to accept my decision.
4062|Mexiko|das|Mexico|Mexiko und die USA teilen sich eine Grenze.|Mexico and the USA share a border.
4063|die Moderne|die|modern age, modernism|Das Bauhaus ist ein Beispiel der klassischen Moderne in Kunst und Architektur.|The Bauhaus is an example of classical modernism in art and architecture.
4064|molekular|adj|molecular|Molekulare Vorgänge beziehen sich auf sehr kleine Teilchen.|Molecular processes refer to very small particles.
4065|die Nachbarschaft, -en|die|neighborhood|Wir wohnen in einer guten Nachbarschaft, in der man sich gegenseitig hilft.|We live in a good neighborhood where people help each other.
4066|der Siedepunkt, -e|der|boiling point|Der Siedepunkt von Wasser liegt bei einer Temperatur von 100°C.|The boiling point of water is at 100°C.
4067|stationär|adj|inpatient, fixed, stationary|Ich werde stationär im Krankenhaus behandelt und darf noch nicht nach Hause gehen.|I’m being treated as an inpatient in the hospital and I’m not allowed to go home yet.
4068|Taliban|die (pl)|Taliban|Die Taliban kämpfen für ihre Überzeugungen mit Gewalt.|The Taliban fight for their convictions by force.
4069|brutal|adj|brutal|Weil Maik schnell andere Menschen schlägt, gilt er als brutal.|Because Maik quickly beats other people, he is considered brutal.
4070|ehrenamtlich|adj|honorary, voluntary|Ich arbeite ehrenamtlich im Krankenhaus, weil es mir wichtiger ist, zu helfen, als Geld zu bekommen.|I work as a volunteer in the hospital because it’s more important to help than to get money.
4071|großzügig|adj|generous|Danke für das großzügige Geschenk.|Thank you for the generous present.
4072|die Redaktion, -en|die|editorial work, editorial staff|Ich arbeite bei der Redaktion einer Zeitung.|I work at the editorial department of a newspaper.
4073|der Schweiß, -e|der|sweat|Es ist so heiß, der Schweiß läuft mir den Nacken herunter.|It’s so hot, the sweat is running down my neck.
4074|der Spruch, -̈e|der|saying, slogan|Auf der Karte zu meinem Geburtstag steht ein schöner Spruch.|There’s a nice saying on my birthday card.
4075|strikt|adj|strict|Das Unternehmen hat strikte Regeln zur Verteilung der Aufgaben.|The company has strict rules for the distribution of tasks.
4076|die Befragung, -en|die|questioning, survey, interview|Die Polizei führt eine Befragung von verdächtigen Personen durch.|The police are questioning suspects.
4077|Einzige|der, die|only one|Mark sagt, ich bin die Einzige für ihn und es gibt keine anderen Frauen in seinem Leben.|Mark says I’m the only one for him and there are no other women in his life.
4078|die Eizelle, -n|die|ovum, egg cell|Etwa am vierzehnten Tag der Periode ist die Eizelle reif.|On about the 14th day of the period, the egg is ripe.
4079|fit|adj|fit|Ich hoffe, du bist fit, wir werden heute lange laufen.|I hope you’re fit, we’re going to be running for a long time today.
4080|die Flüchtlingspolitik|die|refugee policy|Die Flüchtlingspolitik in Europa führt zu großem Streit zwischen den Ländern.|The refugee policy in Europe leads to great disputes among the countries.
4081|der Haufen, -|der|heap, pile, load|In meinem Zimmer liegt ein großer Haufen mit Sachen, den ich aufräumen muss.|There’s a big pile of stuff in my room that I have to clean up.
4082|die Infektion, -en|die|infection|Sie untersuchen ihr Blut auf Anzeichen einer Infektion.|They’re checking her blood for signs of infection.
4083|der Keks, -|der|cookie|Ich esse lieber Kekse statt Kuchen.|I prefer eating cookies to cake.
4084|die Sorte, -n|die|kind, variety|Ich bringe nachher Eis mit, welche Sorte möchtest du?|I’ll bring ice cream afterwards; what kind would you like?
4085|zueinander|adv|(to) one another|Mein Kleid und meine Schuhe müssen zueinander passen.|My dress and my shoes have to match one another.
4086|der Container, -|der|container|Vor unserem Haus steht ein Container, in den wir alles schmeißen, was wir nicht mehr brauchen.|In front of our house is a container into which we throw everything we no longer need.
4087|gelassen|adj|calm, composed|Obwohl Henry nervös ist, wirkt er sehr gelassen.|Although Henry is nervous, he seems very calm.
4088|live|adj|live|Das Spiel wird live im Fernsehen gezeigt.|The game will be shown live on TV.
4089|die Mutation, -en|die|mutation|Eine dauerhafte Veränderung in der DNA wird Mutation genannt.|A permanent change in DNA is called a mutation.
4090|sozialistisch|adj|socialist|In der DDR regierte eine sozialistische Partei.|In the GDR, a socialist party ruled.
4091|überstehen, übersteht, überstand, hat überstanden|verb|to overcome, survive|Die Pflanze übersteht den Winter ohne Probleme.|The plant survives the winter without problems.
4092|die Vermutung, -en|die|assumption, presumption|Ich bin mir nicht sicher, aber ich habe die Vermutung, dass Karl nicht die Wahrheit sagt.|I’m not sure, but I have an assumption that Karl’s not telling the truth.
4093|aufspringen, springt auf, sprang auf, ist aufgesprungen|verb|to jump up/on, burst open|Er springt sofort von seinem Stuhl auf, um sie zu begrüßen.|He jumps up from his chair immediately to greet her.
4094|der Käse, -|der|cheese|Ich mag französischen Weichkäse, wie Brie und Camembert.|I like French soft cheese, like Brie and Camembert.
4095|losgehen, geht los, ging los, ist losgegangen|verb|to go off, start|Wir treffen uns um fünf Uhr und um halb sechs geht der Film los.|We meet at five o’clock, and the movie starts at half past five.
4096|das Maul, -̈er|das|mouth, jaws|Das Maul von Pferden ist sehr weich.|The mouth of horses is very soft.
4097|protestieren, protestiert, protestierte, hat protestiert|verb|to protest|Studenten und Arbeiter protestieren auf den Straßen gegen die neue Reform.|Students and workers protest in the streets against the new reform.
4098|schämen (sich), schämt, schämte, hat geschämt|verb|to be ashamed|Das Kind schämt sich, seinen Fehler zuzugeben.|The child is ashamed to admit his mistake.
4099|Alpen|die (pl)|Alps|Wir wandern in den Alpen.|We hike in the Alps.
4100|die Berufung, -en|die|appeal, vocation, appointment|Das Unterrichten ist seine Berufung.|Teaching is his vocation.
4101|die Einteilung, -en|die|classification, division|Die Einteilung der Schüler in die Klassen erfolgt nach dem Alter.|The classification of students into the classes is based on age.
4102|der Eintritt, -e|der|entry, admission|Kinder unter fünf Jahren haben freien Eintritt.|Children under the age of five have free entry.
4103|die Geliebte|der, die|lover|Bernd hat eine Ehefrau und gleichzeitig eine Geliebte.|Bernd has a wife and a lover at the same time.
4104|das Gramm, -e|das|gram|In den Kuchen kommen 300 Gramm Zucker.|The cake requires 300 grams of sugar.
4105|die Hüfte, -n|die|hip|Das Wasser reichte ihr bis zur Hüfte.|The water reached her hip.
4106|neulich|adv|recently, the other day|Ich habe ihn erst neulich durch Zufall getroffen.|I met him by chance the other day.
4107|regelrecht|adj|proper, real|Ein regelrechtes Vorgehen ist uns wichtig, weil wir uns immer an die Parameter halten.|A proper procedure is important to us because we always stick to the parameters.
4108|verankern, verankert, verankerte, hat verankert|verb|to anchor, enshrine|Eine Verfassung verankert bestimmte gesellschaftliche Werte.|A constitution enshrines certain social values.
4109|der Zähler, -|der|counter, meter, numerator|Der Zähler in unserer Wohnung misst den Strom, den wir verbrauchen.|The meter in our apartment measures the electricity we use.
4110|befriedigen, befriedigt, befriedigte, hat befriedigt|verb|to satisfy|Wir tun alles, um die Bedürfnisse unserer Kunden zu befriedigen.|We do everything to satisfy our customers’ needs.
4111|beseitigen, beseitigt, beseitigte, hat beseitigt|verb|to eliminate, clear|Die freiwilligen Helfer treffen sich am Strand und beseitigen den Müll.|The volunteers meet at the beach and clear the garbage.
4112|der Gründer, -|der|founder|Frau Paget ist die Gründerin und Geschäftsführerin des Unternehmens.|Mrs. Paget is the founder and managing director of the company.
4113|das Orchester, -|das|orchestra|In dem Orchester spielen viele verschiedene Musiker.|Many different musicians play in the orchestra.
4114|regulär|adj|regular, normal|Regulär dauert ein Fußballspiel 90 Minuten, unter Ausnahme aber auch länger.|A soccer match regularly lasts 90 minutes, but under exception also longer.
4115|der Türke, -n|der|Turk|Mein Nachbar ist ein Türke und kocht sehr gutes Essen.|My neighbor is a Turk and cooks very good food.
4116|ukrainisch|adj|Ukrainian|Bevor ich in die Ukraine ziehe, lerne ich die ukrainische Sprache.|Before I move to Ukraine, I learn the Ukrainian language.
4117|unterdrücken, unterdrückt, unterdrückte, hat unterdrückt|verb|to suppress|Die Minderheit des Landes wird unterdrückt und versucht zu fliehen.|The minority of the country is suppressed and tries to flee.
4118|unterteilen, unterteilt, unterteilte, hat unterteilt|verb|to divide, subdivide, partition|Das Unternehmen ist in verschiedene Bereiche unterteilt.|The company is subdivided into different areas.
4119|verziehen, verzieht, verzog, hat verzogen|verb|to distort, twist|Gabi verzieht den Mund, weil der Apfel so sauer ist.|Gabi puckers her mouth because the apple is so sour.
4120|die Bestellung, -en|die|order, reservation|Der Kellner schreibt sich unsere Bestellung auf.|The waiter takes down our order.
4121|einschließlich|prep|including|Dies ist der Preis einschließlich der Steuern.|This is the price including taxes.
4122|das Glied, -er|das|limb, joint, link|Ihre goldene Kette ist kaputt, ein Glied ist gerissen.|Her gold chain is broken; one link tore.
4123|die Migration, -en|die|migration|Die Ursachen für die Migration in ein anderes Land sind ganz unterschiedlich.|The causes of migration to another country vary widely.
4124|der Roboter, -|der|robot|Roboter werden gebaut, um den Menschen Arbeit abzunehmen.|Robots are built to do the work of humans.
4125|die Bitte, -n|die|request|Ich habe eine Bitte an dich, kannst du mir vielleicht zwei Euro geben?|I have a request for you; can you perhaps give me two euros?
4126|die Blüte, -n|die|blossom|Die Blüten von Rosen riechen sehr gut.|The blossoms of roses smell very good.
4127|elektromagnetisch|adj|electromagnetic|Das Licht, das wir sehen, ist eine elektromagnetische Strahlung.|The light we see is electromagnetic radiation.
4128|inmitten|adv|in the middle/midst of|Das Land befindet sich inmitten einer wirtschaftlichen Krise.|The country is in the midst of an economic crisis.
4129|abschließend|adv|concluding, final|Das Seminar endet mit einer abschließenden Diskussion.|The seminar ends with a concluding discussion.
4130|aufschlagen, schlägt auf, schlug auf, hat aufgeschlagen|verb|to open, serve, pitch|Natascha schlägt ihr Buch auf und beginnt zu lesen.|Natascha opens her book and begins to read.
4131|die Glocke, -n|die|bell|Die Glocken der Kirche läuten zu traditionellen Anlässen.|The bells of the church ring on traditional occasions.
4132|die Informatik|die|computer science|Weil Jan Informatik studiert, sitzt er viel am Computer.|Because Jan is studying computer science, he spends a lot of time at the computer.
4133|der Niederschlag, -̈e|der|precipitation, rainfall|Wegen der starken Niederschläge steigt das Wasser im Fluss.|Because of the heavy rainfall, the water in the river rises.
4134|örtlich|adj|local|Dieses Kölner Bier ist eine örtliche Besonderheit.|This Cologne beer is a local specialty.
4135|streifen, streift, streifte, hat gestreift|verb|to touch, brush|Im Wald streift ein Ast meine Schulter.|In the forest, a branch brushes my shoulder.
4136|der Topf, -̈e|der|pot|Das Wasser im Topf kocht bereits.|The water in the pot is already boiling.
4137|die Enttäuschung, -en|die|disappointment|Die Enttäuschung über das blöde Geschenk ist groß.|The disappointment about the stupid gift is great.
4138|ernähren, ernährt, ernährte, hat ernährt|verb|to feed, nourish, support|Ich ernähre mich ausschließlich ohne Produkte von Tieren.|I feed myself without any products from animals.
4139|prominent|adj|prominent|Zum jährlichen Fest der Stadt tritt ein prominenter Künstler auf.|A prominent artist performs at the city’s annual festival.
4140|die Sowjetunion|die|Soviet Union|Die Sowjetunion wurde 1991 aufgelöst.|The Soviet Union was dissolved in 1991.
4141|afrikanisch|adj|African|Marthas afrikanische Stoffe sind sehr bunt.|Martha’s African fabrics are very colorful.
4142|die Beschränkung, -en|die|restriction|Diese Beschränkungen verletzen die fundamentalen Menschenrechte.|These restrictions violate fundamental human rights.
4143|die Genehmigung, -en|die|approval, permit, permission|Sie brauchen eine Genehmigung, um hier parken zu dürfen.|You need a permit to be allowed to park here.
4144|die Lampe, -n|die|lamp|Stefanie schaltet die Lampe neben dem Sofa an.|Stefanie switches on the lamp next to the couch.
4145|die Moral, -en|die|moral|Jede Geschichte hat eine Moral.|Every story has a moral.
4146|philosophisch|adj|philosophical|Ben macht es Spaß, philosophische Fragen zu diskutieren.|Ben enjoys discussing philosophical questions.
4147|verständigen (sich), verständigt, verständigte, hat verständigt|verb|to notify, communicate|Die Nachbarin verständigt sofort die Feuerwehr, als sie den Brand bemerkt.|The neighbor immediately notifies the fire brigade when she notices the fire.
4148|die Willenserklärung, -en|die|declaration of intent|Ursula schreibt eine Willenserklärung, damit ihr Mann nach der Operation für sie entscheiden kann.|Ursula writes a declaration of intent so that her husband makes decisions for her after the operation.
4149|zweifeln, zweifelt, zweifelte, hat gezweifelt|verb|to doubt|Ich zweifle an der Wahrheit der Geschichte.|I doubt the truth of history.
4150|andauern, dauert an, dauerte an, hat angedauert|verb|to continue, last|Der Regen dauert noch drei Tage an.|The rain continues for three more days.
4151|aufrichten (sich), richtet auf, richtete auf, hat aufgerichtet|verb|to put up (right), straighten up|Mit ihrem kaputten Rücken kann sich meine Oma nicht mehr ganz aufrichten.|With her broken back, my grandmother can’t quite straighten up.
4152|auslaufen, läuft aus, lief aus, ist ausgelaufen|verb|to run out, leak|Die Flasche ist kaputt und das ganze Wasser läuft aus.|The bottle is broken and all the water is leaking.
4153|einverstanden|adj|(to be) in agreement|Ich bin mit deinem Vorschlag einverstanden und stimme dir zu.|I agree with your suggestion and agree with you.
4154|fachlich|adj|specialist, technical, professional|Unsere Kunden können sich auf unsere fachliche Kompetenz verlassen.|Our customers can rely on our professional competence.
4155|das Märchen, -|das|fairy tale|Im Märchen heiraten der Prinz und die Prinzessin am Ende immer.|In fairy tales, the prince and the princess always marry in the end.
4156|das Regime, -|das|regime|Nach der Revolution wird das Land von einem neuen Regime geführt.|After the revolution, the country is led by a new regime.
4157|der Schädel, -|der|skull, head|Der feste Knochen des Schädels schützt das Gehirn vor Verletzungen.|The strong bone of the skull protects the brain from injury.
4158|spezialisieren, spezialisiert, spezialisierte, hat spezialisiert|verb|to specialize|Der Arzt spezialisiert sich auf genetische Krankheiten.|The doctor specializes in genetic diseases.
4159|variieren, variiert, variierte, hat variiert|verb|to vary|Die Preise variieren stark von Laden zu Laden.|– Prices vary widely from shop to shop.
4160|der Löwe, -n|der|lion|Obwohl er sehr groß ist, zählt der Löwe zu einer Art der Katzen.|Although very large, the lion counts as a species of cat.
4161|der Operator, -en|der|operator|Beispiele für mathematische Operatoren sind Plus und Minus.|Examples of mathematical operators are plus and minus.
4162|die Partnerschaft, -en|die|partnership|Eine erfolgreiche Partnerschaft erfordert gemeinsame Interessen und Werte.|A successful partnership requires shared interests and values.
4163|das Pfund, -e|das|pound|Ein Pfund ist etwas weniger als ein halbes Kilo.|A pound is a little less than half a kilo.
4164|die Unterhaltung, -en|die|entertainment, conversation|Dieser Film ist eine gute Unterhaltung für die ganze Familie.|This movie is good entertainment for the whole family.
4165|zerfallen, zerfällt, zerfiel, ist zerfallen|verb|to fall apart, disintegrate, decay, decline|Der Kuchen ist so trocken, dass er auf dem Teller zerfällt.|The cake is so dry that it falls apart on the plate.
4166|zustande|adv|(come/bring) about|Ich bin so müde, dass ich heute nichts zustande bringe.|I’m so tired, I can’t accomplish anything today.
4167|ablösen, löst ab, löste ab, hat abgelöst|verb|to take over, remove, peel away|Ich muss heute nicht den ganzen Tag arbeiten, weil mich Jan ablöst.|I don’t have to work all day today because Jan is taking over from me.
4168|allenfalls|adv|at most|Ich habe wenig Zeit und kann allenfalls morgen für zwei Stunden arbeiten.|I have little time and can work for two hours tomorrow at most.
4169|ausbleiben, bleibt aus, blieb aus, ist ausgeblieben|verb|to be missing, fail to appear, stay out|Weil sie schwanger ist, bleibt ihre Periode aus.|Because she’s pregnant, her period fails to appear.
4170|besorgen, besorgt, besorgte, hat besorgt|verb|to get, provide, buy|Dieses Jahr besorge ich keine Geschenke für Weihnachten.|I’m not getting presents for Christmas this year.
4171|binnen|adv|within|Binnen vier Wochen muss die Arbeit fertig sein.|The work must be completed within four weeks.
4172|einstig|adj|former|Das Gebäude der einstigen Firma steht jetzt leer.|The building of the former company is now empty.
4173|entgegensetzen, setzt entgegen, setzte entgegen, hat entgegengesetzt|verb|to oppose, counter|Deinem Argument kann ich nichts entgegensetzen.|I have nothing to counter your argument.
4174|die Inszenierung, -en|die|production, staging|Wir sehen uns heute eine Inszenierung im Theater an.|We’re going to see a production at the theater today.
4175|das Kraftwerk, -e|das|power plant|Wenn die Kraftwerke ausfallen, haben wir keinen Strom.|If the power plants fail, we’ll have no power.
4176|das Nervensystem, -e|das|nervous systems|Man unterscheidet zwischen zwei Nervensystemen im menschlichen Körper.|One distinguishes between two nervous systems in the human body.
4177|nördlich|adj|north|Der See liegt nördlich von der Stadt.|The lake is located north of the city.
4178|obig|adj|above|Bitte schicken Sie die Ware an die obige Adresse.|Please send the goods to the above address.
4179|skeptisch|adj|skeptical|Deiner Idee stehe ich skeptisch gegenüber.|I’m skeptical about your idea.
4180|überwachen, überwacht, überwachte, hat überwacht|verb|to monitor, control, watch|Der Staat ergreift Maßnahmen, um Menschen einfacher überwachen zu können.|The state is taking steps to make it easier to monitor people.
4181|UNO (Vereinte Nationen)|die|UN|Die UNO ist eine Organisation von mehreren Staaten zur Sicherung des Friedens auf der Welt.|The UN is an organization of multiple states for securing peace in the world.
4182|woanders|adv|somewhere else|Der Laden ist schon geschlossen, hat woanders noch einer auf?|The place is closed; is another one open somewhere else?
4183|ablesen, liest ab, las ab, hat abgelesen|verb|to read|Einmal im Jahr liest jemand den Zähler für unseren Strom ab.|Once a year someone reads the meter for our electricity.
4184|anzünden, zündet an, zündete an, hat angezündet|verb|to light|An Weihnachten zünden wir viele Kerzen an.|At Christmas, we light a lot of candles.
4185|ärztlich|adj|medical|Auf ärztlichen Rat hin darf ich das Bett nicht verlassen.|On medical advice, I cannot leave the bed.
4186|der Fürst, -en|der|prince|Der Titel eines Fürsten wird heute nicht mehr vergeben.|The title of prince is no longer awarded today.
4187|geschickt|adj|skilled|Paula ist sehr geschickt im Umgang mit Computern.|Paula is very skilled with computers.
4188|mittelalterlich|adj|medieval|Ich gehe gerne auf mittelalterliche Märkte.|I like to go to medieval markets.
4189|repräsentieren, repräsentiert, repräsentierte, hat repräsentiert|verb|to represent|Als Student repräsentiere ich meine Universität.|As a student, I represent my university.
4190|das Rezept, -e|das|recipe, prescription|Ich suche ein neues Rezept, das ich kochen kann.|I’m looking for a new recipe I can cook.
4191|der Sack, -̈e|der|sack, bag|Ich kaufe einen Sack Kartoffeln.|I’m buying a sack of potatoes.
4192|Thüringen|das|Thuringia|Im Bundesland Thüringen kann man sehr gut wandern gehen.|In the federal state of Thuringia you can go hiking very well.
4193|anorganisch|adj|inorganic|Anorganische Stoffe sind Elemente in der Chemie, die keinen Kohlenstoff enthalten.|Inorganic substances are elements in chemistry that do not contain carbon.
4194|ausstehen, steht aus, stand aus, hat ausgestanden|verb|to stand, bear, be pending|Deine Antwort auf meine Einladung steht noch aus.|Your answer to my invitation is still pending.
4195|das Bundesamt, -̈er|das|federal office|In Deutschland gibt es mehrere Bundesämter wie zum Beispiel das Bundesamt für Finanzen.|There are a number of federal offices in Germany, such as the Federal Office of Finance.
4196|einschließen, schließt ein, schloss ein, hat eingeschlossen|verb|to lock up, involve, include|Diese Studie schließt nicht nur interne, sondern auch externe Daten ein.|This study includes not only internal but also external data.
4197|der Faden, -̈|der|thread|Aus dem Loch in meiner Jacke hängt ein langer, dünner Faden.|There’s a long, thin thread hanging out of the hole in my jacket.
4198|hunderttausend|num|hundred thousand|Ich bezahle für das neue Auto hunderttausend Euro.|I’m paying a hundred thousand euros for the new car.
4199|der Oberschenkel, -|der|thigh|Als Oberschenkel bezeichnet man den oberen Teil des Beines bei einem Menschen.|The upper part of a person’s leg is called the thigh.
4200|die Schlacht, -en|die|battle|Die Schlacht bei Waterloo zählt als die letzte Schlacht von Napoleon.|The Battle of Waterloo is considered the last battle of Napoleon.
4201|sinnlos|adj|meaningless|Niko stellt nur sinnlose Fragen, auf die er die Antworten schon kennt.|Niko only asks meaningless questions to which he already knows the answers.
4202|streben, strebt, strebte, hat gestrebt|verb|to strive|Jeder Mensch strebt danach, ein zufriedenes Leben zu führen.|Every person strives to lead a contented life.
4203|der Algorithmus, -en|der|algorithm|Durch Algorithmen können Lösungen berechnet werden.|Algorithms can be used to calculate solutions.
4204|beleuchten, beleuchtet, beleuchtete, hat beleuchtet|verb|to light, illuminate, examine|Um eine Lösung zu finden, müssen wir das Problem aus einer anderen Perspektive beleuchten.|To find a solution, we need to examine the problem from a different perspective.
4205|drucken, druckt, druckte, hat gedruckt|verb|to print|Der Verlag druckt diese Reihe von Büchern in hoher Auflage.|The publisher prints this series of books in large editions.
4206|erreichbar|adj|within reach, reachable|Ich bin erst heute Abend wieder erreichbar, dann können wir telefonieren.|I’m only reachable again this evening, then we can talk on the phone.
4207|erschweren, erschwert, erschwerte, hat erschwert|verb|to complicate, make more difficult|Du erschwerst mir meine Arbeit, wenn du so oft anrufst.|You make my work more difficult if you call me so often.
4208|die Fahne, -n|die|flag|Die Fahne eines Landes dient als Symbol.|The flag of a country serves as a symbol.
4209|die Panik, -en|die|panic|Der Terroranschlag löst eine Panik unter den Menschen aus.|The terrorist attack has caused a panic among the people.
4210|populär|adj|popular|Je mehr Menschen unser Buch lesen, desto populärer wird es.|The more people read our book, the more popular it becomes.
4211|die Rotation, -en|die|rotation|Durch die Rotation des Autos wird mir übel.|The rotation of the car makes me sick.
4212|unterschätzen, unterschätzt, unterschätzte, hat unterschätzt|verb|to underestimate|Weil ich klein bin, unterschätzen viele Menschen meine Kraft.|Because I am small, many people underestimate my strength.
4213|die Vereinigung, -en|die|organization, association, unification|Eine Vereinigung ist eine Organisation aus Menschen oder Staaten, die ein gemeinsames Ziel verfolgen.|An association is an organization of people or states pursuing a common goal.
4214|der Anleger, -|der|investor|Als Anleger nehme ich finanzielle Investitionen vor.|As an investor, I make financial investments.
4215|der Darm, -̈e|der|intestine|Der Darm ist ein Organ, über den wichtige Stoffe aus der Nahrung in den Körper gelangen.|The intestine is an organ through which important substances from food enter the body.
4216|erobern, erobert, eroberte, hat erobert|verb|to conquer, take, win|Die Mannschaft trainiert hart, um in diesem Jahr den höchsten Titel zu erobern.|The team is training hard to win the highest title this year.
4217|die Fassade, -n|die|facade, front|Das Haus hat eine sehr schöne Fassade von außen.|The house has a very nice facade from the outside.
4218|der Favorit, -en|der|favorite|Von allen Schauspielern ist dieser der Favorit für die Rolle.|Of all the actors, this one is the favorite for the role.
4219|das Plakat, -e|das|poster|Um für sich zu werben, hängen Politiker Plakate von sich auf.|Politicians hang posters to promote themselves.
4220|die Terrasse, -n|die|terrace, patio|Wir bauen eine Terrasse an unser Haus, damit wir im Frühling draußen sitzen können.|We’re building a patio next to our house so we can sit outside in the spring.
